"season","posteam","full_name","offense_players","years_exp","pass_snaps","rec_yards_total","targets_total","receiving_epa_total","yards_per_pass_snap","targets_per_pass_snap","rec_epa_per_pass_snap","name_season","position","team"
2022,"KC","Isiah Pacheco","00-0037197",1,154,130,14,5.31,0.84,0.09,0.03,"Isiah Pacheco 2022","RB","KC"
2022,"KC","Jerick McKinnon","00-0031376",9,355,512,71,22.6,1.44,0.2,0.06,"Jerick McKinnon 2022","RB","KC"
2022,"KC","Joe Fortson","00-0035547",4,96,108,13,8.23,1.12,0.14,0.09,"Joe Fortson 2022","TE","KC"
2022,"KC","JuJu Smith-Schuster","00-0033857",6,479,933,101,49.59,1.95,0.21,0.1,"JuJu Smith-Schuster 2022","WR","KC"
2022,"KC","Justin Watson","00-0034386",5,268,315,34,7.58,1.18,0.13,0.03,"Justin Watson 2022","WR","KC"
2022,"KC","Kadarius Toney","00-0036913",2,56,171,17,9.14,3.05,0.3,0.16,"Kadarius Toney 2022","WR","KC"
2022,"KC","Marquez Valdes-Scantling","00-0034272",5,500,687,81,17.3,1.37,0.16,0.03,"Marquez Valdes-Scantling 2022","WR","KC"
2022,"KC","Mecole Hardman","00-0035140",4,177,297,34,18.59,1.68,0.19,0.11,"Mecole Hardman 2022","WR","KC"
2022,"KC","Michael Burton","00-0031595",8,15,11,3,-0.26,0.73,0.2,-0.02,"Michael Burton 2022","RB","KC"
2022,"KC","Noah Gray","00-0036637",2,289,299,34,12.98,1.03,0.12,0.04,"Noah Gray 2022","TE","KC"
2022,"KC","Ronald Jones","00-0034816",5,15,22,1,1.85,1.47,0.07,0.12,"Ronald Jones 2022","RB","KC"
2022,"KC","Skyy Moore","00-0038090",1,154,250,33,5.49,1.62,0.21,0.04,"Skyy Moore 2022","WR","KC"
2022,"KC","Travis Kelce","00-0030506",10,560,1338,152,64.98,2.39,0.27,0.12,"Travis Kelce 2022","TE","KC"
2022,"LA","Allen Robinson","00-0031428",9,324,339,52,9,1.05,0.16,0.03,"Allen Robinson 2022","WR","LA"
2022,"LA","Austin Trammell","00-0036841",2,25,13,4,0.36,0.52,0.16,0.01,"Austin Trammell 2022","WR","LA"
2022,"LA","Ben Skowronek","00-0036862",2,370,376,61,-5.49,1.02,0.16,-0.01,"Ben Skowronek 2022","WR","LA"
2022,"LA","Brandon Powell","00-0034646",5,123,156,32,0.1,1.27,0.26,0,"Brandon Powell 2022","WR","LA"
2022,"LA","Brycen Hopkins","00-0036424",3,75,109,11,0.95,1.45,0.15,0.01,"Brycen Hopkins 2022","TE","LA"
2022,"LA","Cam Akers","00-0036414",3,164,117,18,4.12,0.71,0.11,0.03,"Cam Akers 2022","RB","LA"
2022,"LA","Cooper Kupp","00-0033908",6,307,812,98,16.34,2.64,0.32,0.05,"Cooper Kupp 2022","WR","LA"
2022,"LA","Kendall Blanton","00-0035603",4,11,35,2,1.95,3.18,0.18,0.18,"Kendall Blanton 2022","TE","KC"
2022,"LA","Kyren Williams","00-0037840",1,76,76,12,-1.67,1,0.16,-0.02,"Kyren Williams 2022","RB","LA"
2022,"LA","Lance McCutcheon","00-0037055",1,24,0,5,-4,0,0.21,-0.17,"Lance McCutcheon 2022","WR","LA"
2022,"LA","Malcolm Brown","00-0031806",8,57,37,6,1.22,0.65,0.11,0.02,"Malcolm Brown 2022","RB","LA"
2022,"LA","Ronnie Rivers","00-0037557",1,12,29,5,-0.32,2.42,0.42,-0.03,"Ronnie Rivers 2022","RB","LA"
2022,"LA","Tutu Atwell","00-0036849",2,150,298,35,4.05,1.99,0.23,0.03,"Tutu Atwell 2022","WR","LA"
2022,"LA","Tyler Higbee","00-0033110",7,453,620,108,4.89,1.37,0.24,0.01,"Tyler Higbee 2022","TE","LA"
2022,"LA","Van Jefferson","00-0036415",3,247,369,44,11.8,1.49,0.18,0.05,"Van Jefferson 2022","WR","LA"
2022,"LAC","Austin Ekeler","00-0033699",6,438,722,127,12.59,1.65,0.29,0.03,"Austin Ekeler 2022","RB","LAC"
2022,"LAC","DeAndre Carter","00-0031763",8,456,538,65,13.81,1.18,0.14,0.03,"DeAndre Carter 2022","WR","LAC"
2022,"LAC","Donald Parham","00-0035329",4,71,130,12,8.14,1.83,0.17,0.11,"Donald Parham 2022","TE","LAC"
2022,"LAC","Gerald Everett","00-0033895",6,441,555,87,1.25,1.26,0.2,0,"Gerald Everett 2022","TE","LAC"
2022,"LAC","Isaiah Spiller","00-0038045",1,27,13,3,-0.15,0.48,0.11,-0.01,"Isaiah Spiller 2022","RB","LAC"
2022,"LAC","Jalen Guyton","00-0035414",4,18,64,4,4.26,3.56,0.22,0.24,"Jalen Guyton 2022","WR","LAC"
2022,"LAC","Jason Moore","00-0035432",4,32,5,2,-0.74,0.16,0.06,-0.02,"Jason Moore 2022","WR","LAC"
2022,"LAC","Josh Palmer","00-0036988",2,565,769,107,22.58,1.36,0.19,0.04,"Josh Palmer 2022","WR","LAC"
2022,"LAC","Joshua Kelley","00-0036370",3,168,101,25,-5.56,0.6,0.15,-0.03,"Joshua Kelley 2022","RB","LAC"
2022,"LAC","Keenan Allen","00-0030279",10,320,752,89,27.14,2.35,0.28,0.08,"Keenan Allen 2022","WR","LAC"
2022,"LAC","Larry Rountree","00-0036650",2,6,14,2,1.55,2.33,0.33,0.26,"Larry Rountree 2022","RB","LAC"
2022,"LAC","Michael Bandy","00-0036959",2,134,89,21,-2.31,0.66,0.16,-0.02,"Michael Bandy 2022","WR","LAC"
2022,"LAC","Mike Williams","00-0033536",6,431,895,93,31.58,2.08,0.22,0.07,"Mike Williams 2022","WR","LAC"
2022,"LAC","Richard Rodgers","00-0031384",9,42,4,4,-2.89,0.1,0.1,-0.07,"Richard Rodgers 2022","TE","LAC"
2022,"LAC","Stone Smartt","00-0037475",1,41,17,5,-0.4,0.41,0.12,-0.01,"Stone Smartt 2022","TE","LAC"
2022,"LAC","Tre' McKitty","00-0037011",2,246,72,18,-5.63,0.29,0.07,-0.02,"Tre' McKitty 2022","TE","LAC"
2022,"LAC","Zander Horvath","00-0037331",1,36,8,8,-0.62,0.22,0.22,-0.02,"Zander Horvath 2022","RB","LAC"
2022,"LV","Ameer Abdullah","00-0032104",8,147,211,32,-1.78,1.44,0.22,-0.01,"Ameer Abdullah 2022","RB","LV"
